chr,numb_exons,decon,gatk,grapes,gc_content,mappability,cnv_length,decon_qual,gatk_qual,grapes_qual,sample_correlation,is_autosomal,genes_encoded,encoded_type,true_positive_encoded
9,3,1,1,1,34.1908594423685,0.6566729473684211,6957,51.9,830.5,0.995,0.8630232845502694,1,51,0,1
12,1,1,1,1,64.67576791808874,1.0,585,16.0,282.66,0.601,0.8630232845502694,1,88,0,1
18,3,1,1,1,36.67424990342104,0.6042467958333333,23296,48.9,71.39,1.0,0.8630232845502694,1,120,1,1
1,7,1,1,1,44.78882286815481,0.2496601306516853,12453,71.3,470.65,1.0,0.8963929979592152,1,60,1,1
2,4,1,1,1,38.21186190616701,0.1690590129885057,10166,40.9,876.44,0.842,0.8963929979592152,1,115,0,1
6,1,1,1,0,30.909090909090907,1.0,219,14.3,111.81,,0.8963929979592152,1,103,1,1
12,1,1,1,1,53.09734513274337,1.0,225,12.3,210.45,0.942,0.8963929979592152,1,86,0,1
1,1,1,0,0,25.454545454545453,1.0,219,13.6,,,0.8963929979592152,1,23,0,0
10,3,1,0,0,35.78517155594744,0.2155847693993781,444577,39.9,,,0.8963929979592152,1,7,0,0
14,1,1,0,0,58.38509316770186,1.0,321,9.16,,,0.8963929979592152,1,106,1,0
23,6,1,0,0,43.60520469692161,0.2762812453846152,6301,25.8,,,0.8963929979592152,0,36,1,0
1,1,1,1,0,27.27272727272727,1.0,219,9.46,3.1,,0.8448127218427817,1,23,0,0
1,1,1,1,0,27.40740740740741,1.0,269,5.54,5.58,,0.8448127218427817,1,23,0,0
2,2,0,1,0,32.83261802575107,1.0,1863,,6.87,,0.8448127218427817,1,3,1,0
4,2,1,1,1,35.91563715787318,0.6509259444444445,14650,16.4,152.26,0.993,0.8448127218427817,1,72,0,1
6,1,1,1,1,23.63636363636364,1.0,219,9.75,64.88,0.972,0.8448127218427817,1,103,0,0
6,1,0,1,0,30.76923076923077,1.0,129,,6.71,,0.8448127218427817,1,103,0,0
7,1,1,1,1,20.0,1.0,219,8.19,18.75,0.995,0.8448127218427817,1,104,0,0
7,1,1,1,1,59.72972972972973,1.0,369,8.48,27.94,0.729,0.8448127218427817,1,105,0,1
11,6,1,1,1,61.284293438355256,1.0,14980,77.9,161.21,1.0,0.8448127218427817,1,69,1,1
1,1,1,0,0,60.36585365853659,1.0,327,11.2,,,0.8448127218427817,1,15,1,1
2,8,1,0,0,36.411760813463616,0.3276237007000001,45336,11.5,,,0.8448127218427817,1,64,1,0
3,3,1,0,0,38.1364459649829,0.283938265116279,4968,4.72,,,0.8448127218427817,1,98,1,0
4,7,1,0,0,39.9817415119767,0.4316060443090908,23002,18.5,,,0.8448127218427817,1,107,0,0
5,2,1,0,0,31.97979982633335,0.3005365483333336,43761,4.96,,,0.8448127218427817,1,53,0,0
6,1,1,0,0,23.63636363636364,1.0,219,2.77,,,0.8448127218427817,1,103,0,0
6,2,1,0,0,33.384191068599264,1.0,17040,5.53,,,0.8448127218427817,1,103,0,0
7,1,1,0,0,26.89655172413793,1.0,289,3.5,,,0.8448127218427817,1,126,0,0
1,1,0,0,1,65.65656565656566,1.0,98,,,0.57,0.8448127218427817,1,15,1,0
5,3,1,1,1,34.96421778107594,0.1020549105985045,234473,31.2,111.69,1.0,0.8523682448636689,1,53,1,1
12,1,1,1,1,39.14728682170542,1.0,515,6.54,102.06,0.818,0.8523682448636689,1,26,0,1
19,2,1,1,1,56.56718470636776,0.4243656414634146,7270,19.6,218.5,0.904,0.8523682448636689,1,6,0,1
1,1,1,0,1,62.59541984732825,1.0,261,7.61,,0.989,0.8523682448636689,1,124,1,1
2,1,1,0,1,47.083333333333336,0.333333,239,7.13,,0.62,0.8523682448636689,1,3,1,0
2,1,1,0,0,32.72727272727273,1.0,219,3.68,,,0.8523682448636689,1,48,0,0
6,1,1,0,0,25.454545454545453,0.4247233166666666,219,2.98,,,0.8523682448636689,1,103,0,0
7,1,1,0,0,20.0,1.0,219,4.91,,,0.8523682448636689,1,104,0,0
1,6,1,1,1,36.07013637628722,0.1971143506736112,46708,72.1,1126.58,0.997,0.8929064941907432,1,23,0,1
12,1,1,1,1,54.13533834586466,1.0,265,12.6,111.35,0.984,0.8929064941907432,1,88,0,1
19,2,1,1,1,60.33452807646356,1.0,836,26.8,164.33,1.0,0.8929064941907432,1,84,1,1
22,1,1,1,1,57.91666666666667,1.0,239,14.9,160.49,0.606,0.8929064941907432,1,70,1,1
2,1,1,0,0,47.083333333333336,0.333333,239,3.81,,,0.8929064941907432,1,3,1,0
7,1,1,0,0,20.0,1.0,219,3.66,,,0.8929064941907432,1,104,0,0
9,1,1,0,0,81.13207547169812,1.0,423,2.65,,,0.8929064941907432,1,65,0,0
12,1,1,0,0,73.01324503311258,1.0,603,3.74,,,0.8929064941907432,1,145,0,0
5,2,1,1,1,35.500146670577884,0.0326055446422361,51134,34.4,630.53,1.0,0.8912066014717724,1,53,0,1
6,5,1,1,0,33.21510159913431,0.3599170664788732,49901,48.5,141.3,,0.8912066014717724,1,103,1,1
1,1,1,0,0,40.090090090090094,1.0,221,2.79,,,0.8912066014717724,1,23,1,0
3,1,1,0,0,39.130434782608695,1.0,321,5.69,,,0.8912066014717724,1,98,1,0
4,1,1,0,1,38.32116788321168,1.0,273,7.46,,0.082,0.8912066014717724,1,58,1,1
7,1,1,0,0,59.18803418803419,1.0,467,5.59,,,0.8912066014717724,1,62,0,0
9,6,1,0,0,35.649217346676934,0.1398181710520445,31175,40.4,,,0.8912066014717724,1,51,0,0
11,4,1,0,0,47.23522274224303,0.5530301818181819,5768,5.16,,,0.8912066014717724,1,31,1,0
16,2,1,0,0,54.95304453196002,1.0,3300,4.47,,,0.8912066014717724,1,75,1,0
23,1,1,0,1,35.43956043956044,1.0,363,9.69,,0.981,0.8912066014717724,0,21,0,1
6,7,1,1,1,36.81242208963172,0.270244116,82626,90.2,720.56,1.0,0.8958886641589241,1,59,1,1
10,1,1,1,1,43.98496240601504,1.0,265,11.0,43.74,0.853,0.8958886641589241,1,101,1,1
11,1,1,1,1,54.54545454545454,1.0,318,10.9,529.87,0.545,0.8958886641589241,1,31,0,1
19,2,1,1,1,58.744394618834086,1.0,1114,11.5,795.85,0.982,0.8958886641589241,1,108,0,1
6,1,1,0,0,22.727272727272727,1.0,219,3.26,,,0.8958886641589241,1,103,0,0
22,1,1,0,0,61.891117478510026,1.0,348,5.21,,,0.8958886641589241,1,70,1,0
23,1,1,0,0,27.40740740740741,1.0,269,2.64,,,0.8958886641589241,0,37,0,0
1,5,1,1,1,48.96736885584469,1.0,4841,34.7,1130.98,0.982,0.8575419226181907,1,109,0,1
2,1,1,1,0,75.24271844660194,1.0,411,6.89,11.56,,0.8575419226181907,1,64,0,1
10,1,1,1,1,63.18181818181819,1.0,439,9.34,73.22,0.326,0.8575419226181907,1,118,1,1
15,2,1,1,1,53.719337368588725,1.0,25111,19.3,100.67,1.0,0.8575419226181907,1,71,1,1
5,2,1,0,0,35.500146670577884,0.0326055446422361,51134,6.49,,,0.8575419226181907,1,53,0,0
2,1,0,0,1,43.75,1.0,255,,,0.429,0.8575419226181907,1,3,1,0
2,1,0,0,1,49.60317460317461,1.0,251,,,0.793,0.8575419226181907,1,3,1,0
1,8,1,1,1,42.45219922889291,0.2866204697457626,50835,92.8,1540.26,0.939,0.8977792602813714,1,93,0,1
1,1,1,1,1,52.5065963060686,1.0,378,15.0,545.68,0.543,0.8977792602813714,1,23,0,1
11,2,1,1,1,66.62790697674419,1.0,1719,27.6,290.88,1.0,0.8977792602813714,1,49,1,1
1,1,1,0,0,59.74025974025974,1.0,307,10.8,,,0.8977792602813714,1,66,1,1
7,1,1,0,0,58.409090909090914,1.0,439,4.43,,,0.8977792602813714,1,105,0,0
10,6,1,0,0,40.485595407384,0.3666114588235294,18986,15.9,,,0.8977792602813714,1,101,1,0
12,5,1,0,0,41.126310989512085,0.4444279253333332,21929,26.9,,,0.8977792602813714,1,145,0,0
15,1,1,0,0,40.090090090090094,1.0,221,5.59,,,0.8977792602813714,1,112,0,0
16,2,1,0,0,54.95304453196002,1.0,3300,15.7,,,0.8977792602813714,1,75,0,0
1,4,1,1,0,39.415673452167496,0.4055885810714285,9480,7.01,43.69,,0.8088547312283245,1,44,0,0
1,1,1,1,1,27.27272727272727,1.0,219,6.49,5.27,0.064,0.8088547312283245,1,23,0,0
1,1,0,1,1,33.54037267080746,1.0,160,,5.77,0.309,0.8088547312283245,1,23,0,0
1,1,0,1,0,30.87248322147651,1.0,148,,6.26,,0.8088547312283245,1,23,0,0
2,1,0,1,0,32.86908077994429,1.0,358,,7.58,,0.8088547312283245,1,64,1,0
2,3,0,1,1,33.15444245676804,1.0,1676,,7.7,0.913,0.8088547312283245,1,3,0,0
2,3,0,1,0,32.56121773659828,1.0,1510,,8.81,,0.8088547312283245,1,3,0,0
2,2,0,1,0,32.83261802575107,1.0,1863,,27.39,,0.8088547312283245,1,3,1,0
2,1,0,1,0,29.89690721649485,1.0,96,,10.93,,0.8088547312283245,1,3,1,0
3,1,0,1,0,31.73076923076923,1.0,207,,65.59,,0.8088547312283245,1,98,0,0
5,1,0,1,0,29.35323383084577,1.0,200,,30.99,,0.8088547312283245,1,144,1,0
6,1,0,1,1,35.2112676056338,1.0,212,,50.78,0.296,0.8088547312283245,1,96,0,0
6,5,0,1,0,33.28914065324816,0.3752863031388888,8296,,25.79,,0.8088547312283245,1,103,0,0
6,2,0,1,0,34.13173652694611,1.0,834,,3.75,,0.8088547312283245,1,103,0,0
6,1,1,1,1,29.545454545454547,1.0,219,2.88,31.37,0.146,0.8088547312283245,1,103,0,0
6,4,1,1,1,34.0682101918057,0.4653409091666666,35243,17.1,17.56,0.907,0.8088547312283245,1,103,0,0
7,1,0,1,0,29.72972972972973,1.0,147,,6.38,,0.8088547312283245,1,104,1,0
7,1,0,1,0,30.67484662576687,1.0,162,,64.82,,0.8088547312283245,1,126,0,0
7,1,1,1,1,27.876106194690266,1.0,225,3.75,121.62,0.298,0.8088547312283245,1,105,0,0
10,1,1,1,1,28.27868852459016,1.0,243,2.98,32.26,0.225,0.8088547312283245,1,28,0,0
10,1,0,1,0,33.14917127071823,1.0,180,,4.63,,0.8088547312283245,1,28,0,0
10,1,0,1,1,32.57142857142858,1.0,174,,58.86,0.345,0.8088547312283245,1,28,0,0
10,1,0,1,1,32.62411347517731,1.0,140,,73.97,0.249,0.8088547312283245,1,77,0,0
10,1,0,1,1,31.25,1.0,207,,25.77,0.381,0.8088547312283245,1,0,0,0
11,3,0,1,1,54.78036175710594,1.0,1934,,67.34,0.969,0.8088547312283245,1,123,1,1
12,1,1,1,1,30.416666666666664,1.0,239,2.66,106.19,0.02,0.8088547312283245,1,145,0,0
14,1,0,1,0,30.35714285714285,1.0,111,,20.88,,0.8088547312283245,1,80,0,0
14,8,1,1,1,36.97223766950422,0.3389424702608696,23376,6.32,147.31,1.0,0.8088547312283245,1,80,0,1
18,1,0,1,0,31.89655172413793,1.0,231,,57.18,,0.8088547312283245,1,4,0,0
23,1,0,1,0,28.04232804232804,1.0,188,,12.08,,0.8088547312283245,0,37,1,0
1,1,1,0,1,27.40740740740741,1.0,269,4.59,,0.559,0.8088547312283245,1,23,0,0
1,5,1,0,0,34.524619922850015,0.3916375636363636,8813,6.22,,,0.8088547312283245,1,23,0,0
1,3,1,0,0,37.21144967682364,1.0,3248,4.18,,,0.8088547312283245,1,23,0,1
1,1,1,0,0,25.454545454545453,1.0,219,3.43,,,0.8088547312283245,1,23,0,0
2,1,1,0,0,26.29310344827586,1.0,231,3.53,,,0.8088547312283245,1,64,0,0
2,2,1,0,0,31.101511879049674,1.0,925,3.74,,,0.8088547312283245,1,3,0,0
2,1,1,0,0,29.09090909090909,1.0,219,4.87,,,0.8088547312283245,1,3,0,0
3,5,1,0,0,37.75428479897485,0.6818181818181818,12485,6.52,,,0.8088547312283245,1,98,0,0
5,3,1,0,0,32.87671232876712,1.0,2335,4.45,,,0.8088547312283245,1,144,0,0
5,1,1,0,0,31.543624161073826,1.0,297,2.59,,,0.8088547312283245,1,53,0,0
6,22,1,0,0,33.97825495354232,0.3532366793743015,154333,48.4,,,0.8088547312283245,1,103,0,0
7,24,1,0,0,33.79990152832066,0.2208667133560088,99520,27.6,,,0.8088547312283245,1,104,0,0
7,15,1,0,0,36.940731141726914,0.2244249466579879,58647,16.0,,,0.8088547312283245,1,126,0,0
7,1,1,0,1,25.32894736842105,1.0,303,7.39,,0.741,0.8088547312283245,1,126,0,0
7,1,1,0,0,21.363636363636363,1.0,219,6.4,,,0.8088547312283245,1,62,0,0
7,3,1,0,1,39.68029138000809,0.4278010043478261,4941,6.42,,0.902,0.8088547312283245,1,62,0,0
1,1,0,0,1,63.19018404907976,1.0,162,,,0.2,0.8088547312283245,1,124,1,0
1,3,0,0,1,39.25363109730501,0.1519705758045113,23821,,,0.995,0.8088547312283245,1,23,1,0
1,1,0,0,1,37.80487804878049,1.0,81,,,0.163,0.8088547312283245,1,23,0,0
1,1,0,0,1,38.83495145631068,1.0,102,,,0.235,0.8088547312283245,1,23,0,0
1,1,0,0,1,32.45614035087719,1.0,113,,,0.307,0.8088547312283245,1,23,0,0
1,1,0,0,1,43.85964912280701,1.0,56,,,0.815,0.8088547312283245,1,23,0,0
2,2,0,0,1,36.3955687651986,0.1906384401929824,3700,,,1.0,0.8088547312283245,1,64,0,0
2,2,0,0,1,33.140376266280754,0.8333333333333334,690,,,0.836,0.8088547312283245,1,115,1,0
2,1,0,0,1,38.56858846918489,1.0,502,,,1.0,0.8088547312283245,1,3,1,0
2,1,0,0,1,38.9920424403183,1.0,753,,,1.0,0.8088547312283245,1,3,1,0
2,1,0,0,1,37.83783783783784,1.0,110,,,0.373,0.8088547312283245,1,3,0,0
2,1,0,0,1,31.76470588235294,1.0,254,,,0.317,0.8088547312283245,1,3,0,0
2,1,0,0,1,37.10691823899371,1.0,158,,,0.342,0.8088547312283245,1,3,0,0
4,2,0,0,1,35.77602032261456,0.1907038972582338,5755164,,,0.898,0.8088547312283245,1,58,1,0
5,1,0,0,1,34.375,1.0,127,,,0.321,0.8088547312283245,1,144,0,0
5,1,0,0,1,36.0655737704918,1.0,121,,,0.405,0.8088547312283245,1,144,0,0
7,1,0,0,1,31.746031746031743,1.0,125,,,0.257,0.8088547312283245,1,104,0,0
7,2,0,0,1,33.719892952720784,1.0,2241,,,0.985,0.8088547312283245,1,104,0,0
7,1,0,0,1,33.33333333333333,1.0,62,,,0.312,0.8088547312283245,1,104,0,0
7,2,0,0,1,36.36972538513061,0.2495435895677567,11943,,,0.803,0.8088547312283245,1,126,0,0
7,1,0,0,1,32.7683615819209,1.0,176,,,0.591,0.8088547312283245,1,126,0,0
7,2,0,0,1,30.96484667165296,1.0,1336,,,0.981,0.8088547312283245,1,126,0,0
7,1,0,0,1,39.6551724137931,1.0,57,,,0.76,0.8088547312283245,1,25,0,0
8,1,0,0,1,29.807692307692307,1.0,103,,,0.435,0.8088547312283245,1,74,0,0
10,1,0,0,1,32.592592592592595,1.0,134,,,0.436,0.8088547312283245,1,28,0,0
12,1,0,0,1,40.8,1.0,124,,,0.773,0.8088547312283245,1,39,0,0
12,1,0,0,1,41.50943396226416,1.0,105,,,0.488,0.8088547312283245,1,39,0,0
12,3,0,0,1,43.0144023484084,0.2332187463414633,21801,,,0.982,0.8088547312283245,1,26,1,0
14,1,0,0,1,30.412371134020617,1.0,193,,,0.288,0.8088547312283245,1,80,0,0
14,2,0,0,1,42.58861439312568,0.1440470578947368,1861,,,1.0,0.8088547312283245,1,80,1,0
15,1,0,0,1,42.465753424657535,1.0,72,,,0.917,0.8088547312283245,1,61,0,0
17,1,0,0,1,30.46875,1.0,127,,,0.493,0.8088547312283245,1,128,0,0
17,2,0,0,1,30.654761904761905,1.0,1007,,,0.74,0.8088547312283245,1,128,0,0
17,2,0,0,1,32.581818181818186,1.0,1374,,,1.0,0.8088547312283245,1,128,1,0
18,1,0,0,1,31.09756097560976,1.0,163,,,0.281,0.8088547312283245,1,4,0,0
23,1,0,0,1,35.84905660377358,1.0,158,,,0.765,0.8088547312283245,0,21,0,0
23,1,0,0,1,39.0625,1.0,191,,,0.762,0.8088547312283245,0,21,0,0
23,1,0,0,1,30.120481927710845,1.0,82,,,0.263,0.8088547312283245,0,21,0,0
23,2,0,0,1,40.56603773584906,1.0,953,,,0.968,0.8088547312283245,0,37,1,0
6,1,0,1,0,30.76923076923077,1.0,129,,6.48,,0.8211983482993133,1,103,0,0
6,2,0,1,0,33.24106693507801,0.4653409091666666,3973,,8.66,,0.8211983482993133,1,103,0,0
6,1,1,1,0,33.33333333333333,1.0,233,8.08,90.99,,0.8211983482993133,1,59,0,1
10,3,1,1,1,50.25453596136275,0.5645833,7660,40.5,69.45,1.0,0.8211983482993133,1,139,1,1
1,1,1,0,0,60.79734219269103,1.0,300,4.4,,,0.8211983482993133,1,60,0,0
2,3,1,0,0,60.92057761732852,1.0,3323,3.24,,,0.8211983482993133,1,110,1,0
4,1,1,0,0,46.88427299703264,1.0,336,4.5,,,0.8211983482993133,1,58,0,0
4,1,1,0,0,44.8,1.0,249,4.14,,,0.8211983482993133,1,58,0,0
7,4,1,0,0,36.03251524151946,0.3095055382758621,6396,4.26,,,0.8211983482993133,1,25,0,0
11,1,1,0,1,49.02912621359224,1.0,411,13.6,,0.543,0.8211983482993133,1,20,1,1
23,8,1,0,1,38.40769561647049,0.3168113378723404,25572,48.5,,0.993,0.8211983482993133,0,37,0,1
2,6,1,1,1,34.76555839727195,1.0,11729,34.3,284.15,0.856,0.8683725500024772,1,64,1,1
2,1,0,1,0,38.961038961038966,1.0,153,,5.51,,0.8683725500024772,1,3,1,0
12,4,1,1,1,47.29880671393987,0.1449732586835531,395713,21.5,534.98,0.716,0.8683725500024772,1,88,0,1
17,1,1,1,1,64.51612903225806,1.0,867,9.61,271.83,1.0,0.8683725500024772,1,117,0,1
1,1,1,0,0,40.7185628742515,1.0,333,12.4,,,0.8683725500024772,1,23,0,0
1,5,1,0,0,37.93856559109483,1.0,14193,33.8,,,0.8683725500024772,1,23,1,0
2,1,1,0,0,38.613861386138616,0.336111,403,4.5,,,0.8683725500024772,1,3,1,0
9,8,1,0,0,36.93139035301413,0.0758574826285347,45153,78.0,,,0.8683725500024772,1,51,0,0
14,1,1,0,0,32.86516853932584,1.0,355,5.96,,,0.8683725500024772,1,80,1,0
15,1,1,0,1,40.090090090090094,1.0,221,8.09,,0.409,0.8683725500024772,1,112,1,1
22,1,1,0,0,61.891117478510026,1.0,348,4.06,,,0.8683725500024772,1,70,1,0
3,1,1,1,1,39.130434782608695,1.0,321,10.7,394.59,0.844,0.896311720907525,1,98,0,1
7,1,1,1,1,59.18803418803419,1.0,467,9.96,113.78,0.498,0.896311720907525,1,62,1,1
9,6,1,1,1,35.649217346676934,0.1398181710520445,31175,64.6,388.81,1.0,0.896311720907525,1,51,1,1
16,2,1,1,1,54.95304453196002,1.0,3300,22.2,313.7,0.932,0.896311720907525,1,75,0,1
3,1,1,0,0,52.59433962264151,1.0,423,3.49,,,0.896311720907525,1,90,0,0
5,1,1,0,0,34.08695652173913,1.0,574,4.1,,,0.896311720907525,1,53,1,0
6,5,1,0,0,33.978349120433016,0.8,7389,6.01,,,0.896311720907525,1,103,1,0
6,1,1,0,0,38.63636363636363,1.0,219,2.86,,,0.896311720907525,1,103,0,0
11,3,1,0,0,47.1881244647445,1.0,3502,4.25,,,0.896311720907525,1,31,1,0
11,4,1,0,0,50.10205306759515,0.2883844087719298,8328,8.81,,,0.896311720907525,1,142,0,0
22,1,1,0,1,61.891117478510026,1.0,348,6.34,,0.711,0.896311720907525,1,70,1,0
23,1,1,0,0,35.43956043956044,1.0,363,4.13,,,0.896311720907525,0,21,1,0
5,1,1,1,1,58.67052023121387,0.7333332,345,13.4,27.71,0.781,0.8937911030072467,1,131,1,1
7,1,1,1,1,33.84615384615385,1.0,259,8.84,47.32,0.875,0.8937911030072467,1,62,0,1
10,7,1,1,1,56.31550191228332,0.4201389166666667,20132,86.9,303.77,0.998,0.8937911030072467,1,29,1,1
14,2,1,0,0,29.36596218020022,1.0,1797,5.23,,,0.8937911030072467,1,80,0,0
22,1,1,0,0,61.891117478510026,1.0,348,4.03,,,0.8937911030072467,1,70,0,0
23,8,1,0,1,40.32866574766016,0.2984645971428571,27565,62.4,,0.995,0.8937911030072467,0,37,0,1
1,5,1,1,1,48.96736885584469,1.0,4841,39.3,131.57,1.0,0.842467029076184,1,109,1,1
15,2,1,1,1,63.90977443609023,1.0,3191,20.0,412.71,1.0,0.842467029076184,1,71,0,1
20,1,1,1,1,55.77464788732394,1.0,354,9.04,9.05,0.399,0.842467029076184,1,82,1,1
2,8,1,0,0,36.411760813463616,0.3276237007000001,45336,7.53,,,0.842467029076184,1,64,1,0
4,7,1,0,0,39.9817415119767,0.4316060443090908,23002,14.9,,,0.842467029076184,1,107,0,0
5,5,1,0,0,34.666241717191184,0.1780517889855509,134917,11.5,,,0.842467029076184,1,53,0,0
15,1,1,0,0,52.816901408450704,1.0,283,3.1,,,0.842467029076184,1,45,0,0
23,21,1,0,0,38.7927867804376,0.2252310644548656,356622,20.2,,,0.842467029076184,0,21,1,0
23,4,1,0,0,36.83656452920188,0.1633509519476188,107338,4.33,,,0.842467029076184,0,21,1,0
23,25,1,0,0,34.51451116271282,0.1262031611312827,274753,23.9,,,0.842467029076184,0,21,1,0
23,9,1,0,0,35.748961351248,0.1796690083034621,154286,7.99,,,0.842467029076184,0,21,1,0
23,3,1,0,0,44.66156010629983,0.2154199454255319,6396,3.06,,,0.842467029076184,0,36,1,0
23,8,1,0,0,38.40769561647049,0.3168113378723404,25572,6.88,,,0.842467029076184,0,37,1,0
23,24,1,0,0,58.82840907519805,0.3264510688149465,72328,25.1,,,0.842467029076184,0,68,1,0
23,1,0,0,1,49.54128440366973,1.0,108,,,1.0,0.842467029076184,0,21,0,0
1,1,1,1,0,31.363636363636367,1.0,219,7.35,119.79,,0.8923863036683605,1,23,0,1
6,7,1,1,1,35.999839479914925,0.2380619182585611,124594,29.8,849.09,0.855,0.8923863036683605,1,103,0,1
15,1,1,1,1,44.86301369863014,1.0,291,9.47,41.93,0.228,0.8923863036683605,1,112,1,1
15,4,1,1,1,51.72999363192529,0.3723546902702702,9421,30.5,414.0,1.0,0.8923863036683605,1,130,1,1
1,2,1,0,0,37.87696019300362,0.2719219407407408,2486,3.21,,,0.8923863036683605,1,32,0,0
2,1,1,0,0,38.613861386138616,0.336111,403,5.66,,,0.8923863036683605,1,3,0,0
7,1,1,0,0,41.0958904109589,1.0,291,2.88,,,0.8923863036683605,1,126,1,0
23,2,1,0,0,35.69523634357182,0.4539473909090908,21747,3.93,,,0.8923863036683605,0,21,1,0
23,8,1,0,0,33.48724392881148,0.8333333333333334,34218,7.92,,,0.8923863036683605,0,21,1,0
23,3,1,0,0,40.49788363584188,0.3425668675675675,13938,8.15,,,0.8923863036683605,0,37,1,0
3,2,1,1,1,53.923205342237054,1.0,1796,25.1,321.31,1.0,0.8158091384433509,1,90,0,1
5,1,1,1,1,37.121212121212125,1.0,263,14.7,38.55,0.486,0.8158091384433509,1,144,1,1
10,1,1,1,1,61.96319018404908,1.0,651,15.3,259.01,0.449,0.8158091384433509,1,139,0,1
19,7,1,1,1,52.385960811811,0.3558903738839589,25670,97.5,590.49,1.0,0.8158091384433509,1,138,1,1
1,6,1,1,1,42.25362956445227,0.1774088806479337,90919,19.1,1553.84,0.999,0.8873568311613295,1,92,0,1
3,1,1,1,1,60.29411764705882,1.0,407,4.03,254.77,0.361,0.8873568311613295,1,55,0,1
7,5,1,1,1,39.60348929421095,1.0,6304,14.1,168.76,0.99,0.8873568311613295,1,62,1,1
15,1,1,1,1,32.9153605015674,1.0,318,3.21,22.05,0.736,0.8873568311613295,1,35,1,1
3,3,1,0,0,37.52399232245681,0.2672875307692307,4167,4.01,,,0.8873568311613295,1,98,0,0
6,5,1,0,0,33.080028496794114,0.3752863031388888,8421,6.72,,,0.8873568311613295,1,103,0,0
6,2,1,0,0,33.384191068599264,1.0,17040,5.51,,,0.8873568311613295,1,103,0,0
7,1,1,0,0,20.0,1.0,219,4.12,,,0.8873568311613295,1,104,0,0
23,76,1,0,0,36.48610096008898,0.166077886214507,1728068,149.0,,,0.8873568311613295,0,21,1,0
23,7,1,0,0,43.67827366356057,0.2193719195049504,10194,12.3,,,0.8873568311613295,0,36,1,0
23,7,1,0,0,38.43187133303245,0.3168113378723404,24372,13.6,,,0.8873568311613295,0,37,1,0
23,24,1,0,0,58.82840907519805,0.3264510688149465,72328,51.3,,,0.8873568311613295,0,68,1,0
2,8,1,1,1,36.411760813463616,0.3276237007000001,45336,76.9,3076.53,0.994,0.8973853389550258,1,64,0,1
9,3,0,1,0,37.51746372917786,0.625,9304,,213.89,,0.8973853389550258,1,65,1,1
10,1,1,1,1,50.872093023255815,1.0,343,12.0,211.2,0.567,0.8973853389550258,1,22,0,1
2,2,1,0,0,40.07615421227987,0.1106317716016597,4201,13.0,,,0.8973853389550258,1,3,0,0
6,2,1,0,0,33.384191068599264,1.0,17040,5.03,,,0.8973853389550258,1,103,1,0
7,1,1,0,1,64.54545454545455,1.0,219,8.98,,0.372,0.8973853389550258,1,126,1,1
9,4,1,0,1,38.91942498187968,0.625,33111,58.5,,0.732,0.8973853389550258,1,65,1,1
1,1,1,1,0,58.63636363636363,1.0,219,8.09,52.79,,0.8539384680724095,1,124,0,1
5,1,1,1,1,34.78260869565217,1.0,275,10.6,114.07,0.363,0.8539384680724095,1,76,1,1
15,4,1,1,1,35.48724237399144,0.5513249250000001,71760,24.8,527.71,0.958,0.8539384680724095,1,35,0,1
23,2,1,1,1,34.75916606757728,1.0,2781,20.8,133.24,1.0,0.8539384680724095,0,21,1,1
2,1,1,0,0,75.24271844660194,1.0,411,2.65,,,0.8539384680724095,1,64,1,0
2,1,1,0,0,38.613861386138616,0.336111,403,3.65,,,0.8539384680724095,1,3,1,0
7,7,1,0,0,61.90973128098095,0.8,7665,73.9,,,0.8539384680724095,1,97,1,0
10,1,1,0,0,42.5531914893617,1.0,281,11.2,,,0.8539384680724095,1,125,0,0
18,3,1,0,0,41.164715957750495,1.0,3502,33.2,,,0.8539384680724095,1,94,0,0
23,1,1,0,0,38.06646525679759,1.0,330,10.5,,,0.8539384680724095,0,21,1,0
4,4,1,1,1,37.13334837545126,0.2532916453521127,35455,55.0,241.41,1.0,0.8963977775507761,1,72,1,1
6,1,1,1,1,46.22356495468278,1.0,330,16.4,413.55,0.517,0.8963977775507761,1,96,0,0
6,5,1,1,1,40.91687379177023,0.3855360016393442,18104,60.3,1339.64,1.0,0.8963977775507761,1,96,0,1
10,2,1,0,0,34.77477477477478,1.0,554,4.29,,,0.8963977775507761,1,95,1,0
22,1,1,0,0,61.891117478510026,1.0,348,7.84,,,0.8963977775507761,1,70,0,0
23,1,1,0,1,39.097744360902254,1.0,265,11.7,,0.984,0.8963977775507761,0,37,1,1
1,1,0,1,0,33.85416666666667,1.0,383,,29.42,,0.7866325446916344,1,44,0,0
2,1,0,1,0,28.87323943661972,1.0,141,,4.15,,0.7866325446916344,1,3,1,0
4,8,1,1,1,35.799035965888024,0.2238389153027522,21575,52.8,118.85,1.0,0.7866325446916344,1,58,1,1
15,1,1,1,1,38.93967093235832,1.0,546,6.51,7.86,0.993,0.7866325446916344,1,112,1,1
2,3,1,0,0,60.92057761732852,1.0,3323,6.73,,,0.7866325446916344,1,110,1,0
7,8,1,0,0,36.6008064516129,0.2749320988105265,24799,18.3,,,0.7866325446916344,1,25,0,0
7,1,1,0,0,48.18181818181818,1.0,219,2.69,,,0.7866325446916344,1,105,0,0
